target_kind,target,feature_set,model,split,stratum,stratum_value,n,mae,rmse,r2,bias,nrmse_sd,mape
hist,price,F_lag,elasticnet,test,period,normal,1450,0.1241562822762327,0.18901848348516298,0.9472256645246055,0.00584739420889241,0.22964742406994937,
hist,price,F_lag,elasticnet,test,period,extreme,300,0.1536300648485879,0.23662761562770432,0.9111423567178183,0.05645903106044983,0.29759276056031303,
hist,price,F_lag,gam,test,period,normal,1450,0.1329652132691116,0.1954301973776285,0.9435846137571751,-0.004816569361456277,0.23743731610658605,
hist,price,F_lag,gam,test,period,extreme,300,0.16891419280436673,0.2529495514397121,0.8984612617223718,0.0026307481407143694,0.3181199079226302,
hist,price,F_lag,lightgbm,test,period,normal,1450,0.14267434074965077,0.20729453039533102,0.936526870602187,-0.005261985008779865,0.25185185094776363,
hist,price,F_lag,lightgbm,test,period,extreme,300,0.1535521345745879,0.24040751705501387,0.9082808499665932,0.031863052084857436,0.3023465222774945,
hist,price,F_now,baseline_mean,test,period,normal,1450,0.6506328952294795,0.9036420601437573,-0.20616604549003426,-0.1292415444323528,1.0978771364947775,
hist,price,F_now,baseline_mean,test,period,extreme,300,0.5863880078830677,0.8477734671970222,-0.14057428517010262,-0.01182075899282759,1.0661952780265922,
hist,price,F_now,baseline_seasonal_naive,test,period,normal,1450,0.8318452639128344,1.1164361567514878,-0.8411196392105074,-0.1322787253516229,1.3564106684659676,
hist,price,F_now,baseline_seasonal_naive,test,period,extreme,300,0.7842090109472468,1.0594290970718565,-0.781179665907727,0.009953166648172569,1.3323822275738677,
hist,price,F_now,baseline_persistence,test,period,normal,1450,0.11986183156424575,0.19032764262418825,0.9464920932449399,0.010251610740528452,0.2312379829318735,
hist,price,F_now,baseline_persistence,test,period,extreme,300,0.12782569281336847,0.2244658851305443,0.920041502297112,0.0003872117756622158,0.2822976609488852,
hist,price,F_now,elasticnet,test,period,normal,1450,0.12488396647819368,0.1889051324799056,0.9472889411969314,-0.005708674900983872,0.22950970861539097,
hist,price,F_now,elasticnet,test,period,extreme,300,0.14732942538765348,0.23198780599919122,0.9145928459289853,0.03809949539942583,0.2917575424174063,
hist,price,F_now,gam,test,period,normal,1450,0.13565969569251118,0.19567354402835047,0.9434440311580639,0.0014442680046523513,0.23773296937003388,
hist,price,F_now,gam,test,period,extreme,300,0.23807426086950798,0.3337358128090838,0.8232458737749161,0.02031576207587018,0.41972008029677776,
hist,price,F_now,lightgbm,test,period,normal,1450,0.13570416132676427,0.20074399120307979,0.9404750096482749,-0.013062682389110467,0.2438932935409277,
hist,price,F_now,lightgbm,test,period,extreme,300,0.15630042688284043,0.23854248899222696,0.9096984035670017,0.031455438577292896,0.30000098518430734,
hist,volume,F_wx,baseline_mean,test,period,normal,1450,0.9452889098880329,1.105617405183383,-1.1465210398657004,0.228781877158176,1.4645957396250548,
hist,volume,F_wx,baseline_mean,test,period,extreme,300,0.9311945115127537,1.0485240654676404,-0.7209962917943771,0.1618916891213072,1.3096792116729943,
hist,volume,F_wx,baseline_seasonal_naive,test,period,normal,1450,0.9831335730843583,1.2125665678091972,-1.5818832240858964,0.19169467989167716,1.6062697827469197,
